Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,X1v1,X1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade.,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,X2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,X.PassFwd,Pass.,PsCmpM3,PsCmpA3,PsCmpD3,PsAttD3,PsAttM3,Pull.Back.Passes.Completed,PsDist,ChlngeLost,Aerial.,Aerials,ExpGAg
9,27,7ehcrcdv82ib5fkpo3498gpgp,244929,1974,23,Left Back,Kwame,Awuah,K. Awuah,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),5,5,0,1,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,159,59,1050,363,469,0.21,0,5,3.45,0,5,0,29,29,61,4,0,132,27,0,0,1665,143,19,43,41,131,80.50%,20,9,162,15,3,12,4,7,11,3,0,0,0,0,0,0,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,16,50,479,372,814,27,38.20%,79.20%,489,198,145,204,588,0,16.6,15,45.70%,46,0
73,26,6pi1u2mdt56ns3pqkdjp772s5,245004,1497,24,Left Attacking Midfielder,Christopher,Nanco,C. Nanco,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,11,2,12,10,2,2,3,13,6,0,0,0,0,4,0,4,0,0,2,2,2,5,18,87,19,387,69,212,2.32,4,2,2.51,2,6,0,21,21,76,10,3,72,23,1,1,773,147,13,8,13,41,51.20%,6,2,89,12,5,9,4,2,14,14,0,0,0,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,24,50,453,63,257,76,27.10%,72.60%,107,156,18,31,146,2,15,20,36.40%,22,0
11,24,3uxa33px113otw58gni3g72l1,151937,2004,28,Left Back,Blake,Smith,B. Smith,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,6,1,136,65,1063,509,353,0.29,0,5,2.81,0,5,2,18,20,15,0,0,87,9,0,0,1602,68,9,26,43,137,74.50%,53,22,145,2,7,14,3,12,9,3,0,0,0,0,0,0,41,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0,11,317,564,721,12,40.20%,81.10%,463,119,280,360,554,0,17.8,12,53.80%,39,0
116,8,7y21qqftugy5rfncz7atrue7e,484561,678,24,Left Centre Back,Duran,Lee,D. Lee,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,24,274,160,52,0.05,0,0,0.23,0,1,0,1,1,6,0,0,40,4,0,0,385,30,4,24,9,60,96.60%,21,11,50,0,8,10,0,3,1,0,0,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,13,260,112,2,48.50%,77.40%,73,2,137,177,92,0,20.4,1,33.30%,12,0
80,18,6ptroe7b9vgzimcvzo2fehcr9,167890,1301,24,Centre Forward,Michael,Petrasso,M. Petrasso,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,0,13,8,5,7,2,11,7,4,4,0,0,5,1,2,0,0,0,0,6,1,23,69,11,383,91,212,6.57,6,5,3.78,8,4,2,20,22,63,6,2,62,30,1,0,676,85,2,6,3,21,57.10%,7,2,51,10,0,4,5,4,10,10,0,0,0,0,0,0,30,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,26,392,52,232,68,21.10%,79.10%,129,155,19,26,158,1,14.4,6,18.50%,27,0
26,24,83d29e64znddf9kkyo62u4g6h,424288,1850,20,Central Midfielder,Noah,Verhoeven,N. Verhoeven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,3,0,5,1,4,0,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,133,42,918,344,399,1.44,0,1,3.17,2,5,9,16,25,50,0,0,87,22,4,2,1319,105,7,19,12,47,54.20%,9,2,134,5,1,11,4,2,25,1,0,0,1,0,0,0,39,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,8,27,353,218,748,15,35.20%,80.90%,495,134,114,160,595,0,17.2,22,36.00%,25,0
97,15,8v158n3stjodma3bjlj4yg639,124576,969,29,Right Back,Kareem,Moses,K. Moses,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,4,0,1,0,1,2,1,8,1,0,0,0,0,0,0,0,0,6,0,0,0,0,3,65,27,374,152,130,0.76,0,0,0.19,0,0,2,2,4,6,1,1,80,6,0,0,578,29,9,15,14,64,80.00%,26,16,48,7,2,3,2,10,8,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,1,104,218,256,18,44.70%,75.40%,158,33,91,123,206,0,19.8,6,71.10%,45,0
131,9,btd38hasv7hxy5bw4g43ymhyi,447302,363,19,Left Back,Monti,Mohsen,M. Mohsen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,5,0,1,0,1,0,0,3,1,0,0,0,0,0,1,1,0,0,0,1,0,4,0,21,4,111,37,49,0.15,1,0,0.63,0,1,1,3,4,10,0,0,26,4,0,0,243,36,4,5,5,23,47.40%,6,3,10,0,6,3,1,2,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,82,55,106,3,31.50%,77.50%,46,25,15,21,55,0,16.8,10,45.50%,11,0
92,20,awlwtcxwgucwrkpb5lmsqlzsa,481761,1180,24,Centre Attacking Midfielder,Kodai,Iida,K. Iida,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,8,0,6,4,2,3,5,5,3,0,0,2,0,0,1,1,0,0,0,1,0,5,6,72,17,361,90,182,1.48,1,2,1.38,2,1,6,13,19,43,1,0,73,21,0,0,606,65,5,8,7,21,65.00%,1,1,56,6,0,7,15,8,12,8,0,0,0,0,0,0,15,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,10,18,270,54,282,25,31.90%,75.30%,157,93,22,30,200,0,15.5,7,23.50%,17,0
101,25,c0bz7h3es1ym0n5he0l4ntzop,172568,1397,23,Centre Forward,Jordan,Brown,J. Brown,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),5,10,2,13,11,2,8,5,16,4,0,0,0,0,3,1,3,1,6,1,1,2,6,16,65,9,299,76,149,7.07,4,1,3.13,9,6,3,14,17,33,2,1,67,13,0,0,542,125,11,15,2,32,59.10%,4,2,58,16,1,17,5,0,2,5,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12,23,293,32,217,69,21.40%,75.30%,128,84,13,16,156,0,13,18,34.40%,61,0
99,12,3ucemntfw84vk7op9z7wnf36d,428321,1080,24,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,42,411,232,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,568,0,0,0,1,12,-,11,1,17,0,0,0,0,0,0,0,1,4,0,0,6,6,24,22,2,0,59,4,3,27,26,4,0,51,32,27,11,18,2,17,14,0,0,0,43,0,0,0,565,3,0,54.30%,64.20%,0,0,264,408,3,0,34.6,0,100.00%,1,24.71
1,28,d3uo72swkorck8mo41kv1yp61,423548,2470,23,Left Centre Back,Daniel,Krutzen,D. Krutzen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,5,3,2,1,0,6,5,0,0,4,0,1,0,0,1,1,1,0,0,9,0,262,87,1560,692,519,1.32,1,2,1.56,2,2,10,9,19,6,0,0,114,5,0,0,2030,80,25,24,46,198,75.40%,96,54,154,5,9,9,0,10,3,0,0,0,0,0,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4,181,844,1005,17,47.10%,77.60%,698,54,459,607,873,0,22.8,16,55.80%,86,0
106,11,a5l5lmn7lf8wg3lp05d5sdsdl,243770,945,26,Right Centre Back,Justin,Springer,J. Springer,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,21,337,193,65,0.05,0,0,0.03,0,0,1,0,1,2,0,0,51,1,0,0,479,21,7,13,10,79,90.90%,47,20,36,0,1,2,1,7,1,1,0,0,0,0,0,0,19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2,0,12,318,149,6,49.60%,76.60%,93,4,161,205,125,0,23.6,2,57.90%,38,0
109,18,32fe58rlsvv1h3qthbhol08yy,481846,1112,25,Centre Forward,Anthony,Novak,A. Novak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),10,4,3,13,11,2,3,2,5,1,0,0,0,0,6,0,6,0,2,0,3,3,7,9,73,11,247,46,117,3.46,6,3,2.61,7,5,2,12,14,34,7,2,61,12,0,0,456,127,3,7,1,20,76.90%,9,5,28,6,0,5,3,1,15,2,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,12,35,253,21,182,58,17.00%,66.00%,85,74,4,7,119,1,11.6,3,25.60%,86,0
33,24,58elvwym7gnql18liaoa6zo16,481627,1727,24,Central Midfielder,Ajay,Khabra,A. Khabra,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),16,3,0,1,1,0,4,6,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,7,85,36,954,391,442,1.02,0,0,1.29,0,2,2,5,7,15,1,0,101,10,0,0,1208,90,13,27,15,58,72.70%,1,0,112,7,3,17,7,6,24,0,0,0,0,0,0,0,25,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,23,228,209,771,20,27.30%,87.30%,577,117,139,160,647,0,15.3,15,46.30%,41,0
165,0,ev5vju1zs37klpdmj5s8zive2,487541,0,19,Sub - Goalkeeper,Svyatik,Artemenko,S. Artemenko,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,-,0,0
133,11,1bkqn5mbepc2i02kefcgdgiy1,243972,320,24,Central Midfielder,Carlos,Patiño,C. Patiño,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,8,0,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,19,1,122,34,68,0.82,0,1,0.28,1,0,2,3,5,15,0,0,32,8,0,0,238,31,3,6,5,15,75.00%,1,0,33,5,1,6,3,2,8,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,113,20,105,7,31.10%,83.60%,56,39,7,8,66,0,16.5,3,33.30%,6,0
25,21,1yufrkhruoxnyg54sxgduilt5,423654,1798,23,Right Back,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,1,1,0,2,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,3,134,62,760,321,243,0.47,0,2,1.87,0,3,3,12,15,52,0,0,108,29,0,0,1327,66,5,18,33,102,76.70%,40,19,128,6,10,4,3,12,5,5,0,0,0,1,0,0,20,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,32,18,12,319,437,571,18,40.00%,74.20%,317,87,160,254,401,1,20,7,67.90%,56,0
40,22,882vd5rnobx3xba2sb99k49gp,421823,1731,19,Central Midfielder,Alessandro,Hojabrpour,A. Hojabrpour,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,2,0,2,1,1,2,3,6,2,0,0,0,0,0,0,0,0,2,1,0,0,1,3,96,38,907,469,304,0.92,0,0,0.89,1,1,2,10,12,12,0,0,100,7,3,1,1160,88,21,38,20,121,67.80%,41,17,98,5,2,21,1,8,7,1,0,0,0,0,0,0,31,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,4,10,100,362,698,8,31.60%,85.20%,516,52,205,237,601,0,19.1,28,48.70%,39,0
161,1,1w17tn6ss40z0rhlkaws2uq96,493479,38,17,Left Back,Oluwaseun,Oyegunle,O.Oyegunle,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,1,1,0,1,3,100.00%,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,9,9,0,42.90%,57.10%,1,0,3,3,4,0,18.8,0,0.00%,1,0
124,20,205x3957n6t49iwmb5ztce25m,481579,999,18,Centre Forward,Tyler,Attardo,T. Attardo,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,10,1,11,9,2,5,0,9,0,0,0,0,0,6,0,4,3,3,4,0,3,3,10,50,9,154,30,65,4.35,6,0,0.71,7,1,2,5,7,21,1,0,42,4,0,0,314,91,6,6,5,26,50.00%,6,5,36,3,0,4,4,0,3,10,0,0,0,0,0,0,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,15,160,58,96,41,29.90%,61.70%,41,39,15,20,66,0,15.9,12,31.30%,64,0
78,18,ch0vd8g5cgce7fsamp5nwjbp,226900,1136,24,Centre Attacking Midfielder,Dylan,Sacramento,D. Sacramento,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),8,6,0,6,3,3,1,4,14,9,0,0,1,0,0,1,1,0,0,0,0,1,3,17,102,28,467,130,207,1.47,1,1,0.71,1,1,0,16,16,35,6,1,71,13,3,1,716,92,10,19,11,51,65.90%,10,6,75,9,3,10,6,3,12,1,0,0,0,0,0,0,19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,16,235,85,396,23,34.70%,72.20%,212,93,32,48,288,0,15.3,15,24.20%,33,0
6,25,653qyopyxl1qrfmul2n3m5g16,481743,2250,25,Right Back,Morey,Doner,M. Doner,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,133,74,1045,460,378,0.15,1,4,2.36,0,4,1,15,16,62,3,1,145,34,0,0,1715,94,13,27,32,119,74.10%,35,18,155,5,8,9,7,9,20,2,0,0,1,0,0,0,32,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,20,17,398,544,773,16,34.40%,80.20%,464,144,230,302,557,1,16.7,14,60.30%,63,0
48,25,8ad2vcq9xcul0kkfms8qo0wk5,183434,1760,23,Central Midfielder,Alexander,Achinioti-Jönsson,A. Achinioti-Jönsson,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,5,0,1,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,102,51,848,409,286,0.75,0,2,1.17,1,2,2,4,6,24,1,1,126,19,1,1,1099,78,13,30,43,122,72.90%,36,15,110,8,0,21,2,14,19,0,0,0,0,0,0,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,5,95,278,726,7,27.60%,82.00%,496,62,137,172,601,0,18.5,16,54.40%,57,0
69,22,cdaayu6d9xzn4gyn5jg5p6vl6,481567,1979,26,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,39,616,382,53,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,0,825,2,0,0,0,13,-,13,1,27,0,1,0,0,8,0,0,9,9,0,0,5,14,17,14,3,0,56,1,1,23,34,2,2,50,30,26,9,21,1,11,10,0,0,3,30,0,1,0,820,5,0,54.40%,70.60%,5,0,430,611,5,0,31.7,0,100.00%,10,21.14
134,10,c3dbx4f32gv1kiryun9dysv3e,160006,566,24,Centre Forward,Ajeej,Sarkaria,A. Sarkaria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,2,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,31,4,146,47,64,0.9,0,1,0.4,1,1,0,2,2,3,0,0,25,3,0,0,224,33,3,10,3,19,72.20%,3,0,33,0,2,6,1,2,3,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,13,79,36,109,14,19.90%,76.00%,63,38,10,12,79,0,12.6,5,30.00%,10,0
8,27,7w93cfaszi89ex6xdf9tgkp9l,199141,2429,24,Left Centre Back,Mélé,Temguia,M. Temguia,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,5,5,0,2,0,5,0,0,0,0,0,2,0,0,0,3,1,0,2,1,5,159,98,1297,808,232,2.41,2,0,0.6,3,1,0,4,4,16,0,0,140,7,0,0,1680,104,20,41,51,197,72.60%,82,36,147,10,15,15,2,17,10,0,0,0,0,1,0,0,30,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,6,15,59,1032,589,25,43.60%,80.20%,400,11,629,772,502,0,21.6,23,63.80%,69,0
36,24,dvm23d66qze0kmrzxft68a0ru,483640,2094,25,Left Centre Back,Matthew,Arnone,M. Arnone,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,1,3,3,0,0,0,8,1,0,0,0,0,2,0,0,1,5,2,0,0,1,2,108,86,905,536,175,2.1,2,0,0.22,2,0,0,6,6,5,0,0,106,2,0,0,1181,64,11,20,49,179,68.90%,99,50,112,2,6,10,1,9,6,0,0,0,0,1,0,0,30,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,2,4,34,740,407,18,51.00%,78.60%,267,8,436,535,357,0,19.5,14,67.00%,91,0
96,18,6r8emgp7oeom6yyibdb4g77c9,227780,998,22,Right Attacking Midfielder,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,7,2,8,8,0,2,3,7,2,1,0,0,0,2,0,2,0,0,0,0,2,5,10,60,7,363,81,215,4.97,2,2,1.58,8,2,1,9,10,25,4,1,63,12,2,2,590,90,10,14,3,28,51.10%,1,0,84,5,3,7,7,2,18,0,0,0,0,0,0,0,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,35,301,57,232,42,27.30%,81.50%,132,136,28,31,159,0,15.1,23,0.00%,5,0
163,1,6tx4ta4mg0qdu5a8v11jqf2wa,493478,14,24,Central Midfielder,Justin,Stoddart,J.Stoddart,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,3,1,1,0,3,66.70%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,2,3,0,50.00%,66.70%,3,1,0,0,3,0,13.3,1,0.00%,1,0
22,23,57sscey83fcglkmcrtpp28k5,90727,2010,30,Central Midfielder,Ramón,Soria,Soria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,4,2,2,0,0,8,6,0,0,3,1,0,1,0,0,0,2,1,0,8,2,194,65,1081,423,399,0.76,1,3,2.86,1,4,16,13,29,7,0,0,79,4,1,0,1390,66,14,24,32,98,74.50%,26,12,146,3,1,14,1,1,8,1,0,0,0,1,0,0,23,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,4,13,234,324,832,9,37.80%,76.00%,547,89,186,236,725,0,20.3,13,55.80%,52,0
81,16,6qm5qftpaq8l38b3irrum4bqi,425633,943,20,Right Back,Raphaël,Garcia,R. Garcia,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,27,387,155,144,0.13,0,2,1.31,0,1,1,8,9,14,1,1,77,5,0,0,675,60,19,36,9,88,73.30%,20,9,44,3,7,6,0,2,6,1,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,4,6,139,210,326,11,42.60%,77.30%,171,55,73,101,217,1,16.7,20,45.00%,20,0
57,28,3hebpt7rddccp0powpyfwri7d,243961,2334,21,Centre Forward,Terran,Campbell,T. Campbell,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),11,1,3,23,18,5,4,2,24,13,2,1,3,0,10,1,8,4,1,5,6,1,36,5,114,16,569,140,299,8.88,11,2,2.91,12,3,1,30,31,45,3,3,118,26,3,2,960,206,14,25,9,52,68.40%,4,4,81,15,2,12,8,2,11,10,0,0,0,0,0,0,44,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,52,439,72,449,77,20.00%,77.20%,242,170,27,35,296,2,13.5,18,26.60%,124,0
165,0,64kd3jci1efqx4biwrclbt2sq,493957,0,17,Sub - Goalkeeper,Sachdev,Grewal,S. Grewal,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,-,0,0
74,20,86tz9u1o9o5u0lbyycyd3df4l,37057,1317,34,Central Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),9,5,2,9,5,4,1,3,8,6,2,2,0,0,3,0,1,0,0,1,0,3,5,11,151,33,511,172,155,2.85,3,0,1.56,4,2,8,6,14,7,1,1,86,3,0,0,765,79,17,25,22,78,67.70%,12,4,114,7,6,16,2,6,17,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,12,201,168,396,18,51.30%,64.00%,203,54,70,109,313,0,21,20,51.60%,31,0
70,26,7via58t85qafc6nm6ndt3cut,42820,1961,30,Centre Forward,Dominique,Malonga,D. Malonga,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),12,3,3,34,29,5,7,3,26,5,2,1,0,0,10,1,10,1,8,3,0,9,4,44,81,12,506,129,284,15.56,11,1,3.55,27,5,2,17,19,21,4,2,90,9,1,0,788,116,1,1,2,17,25.00%,13,8,51,6,0,5,13,3,18,16,0,0,0,0,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,36,397,38,353,103,20.40%,81.60%,230,171,12,17,273,0,13.1,6,46.10%,102,0
